Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,canonical_id,source_dataset,source_version,source_url,source_file_name,source_file_size_bytes,source_sha256,source_csv_sha256,source_downloaded_at_utc,source_licence,source_attribution,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,summit_verification_status,gpt_review_status,gpt_flags,claude_review_status,claude_flags,discrepancy_status,import_status,qa_status,qa_flags
2036,Foel Lwyd,,,30B,30B: Snowdonia,The Carneddau,,WN04 Llewelyn-elen,Conwy,"Sim,Dew",115,017E,600.2,1969,SH720723,SH 72040 72326,53.4,SH 7265 7231,546.8,flat rock by tiny cairn,ground by wall 30m NW at SH 72013 72339 is 0.2m lower,Leica Disto D510/Leica NA730/Leica GS15/Leica RX1250,,W,,13-Dec-17,,"https://www.streetmap.co.uk/map?X=272037&Y=372323&SV=272037,372323&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.232497,-3.918573",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2036,272037,372323,53.232497,-3.918573,SH7203772323,30.2,2031,Tal y Fan,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2036,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.232497,-3.918573,600.2,53.4,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2042,Mwdwl-eithin,,,30C,30C: Llandudno to Wrexham,,,WN06 Eithin-orme,Conwy,"Ma,5,Dew",116,018E 264S,532,1745,SH917540,SH 91713 54059,262,SH929499,270,trig point,base of trig point is higher than base of cairn 30m S at SH 91717 54030,Abney level,,W,,23-Oct-23,,"https://www.streetmap.co.uk/map?X=291710&Y=354056&SV=291710,354056&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=53.072737,-3.617789",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2042,291710,354056,53.072737,-3.617789,SH9171054056,30.3,2042,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2042,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,53.072737,-3.617789,532,262,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2055,Moel Llechwedd,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,Gwynedd,xN,124 125,018E,817,2680,SH829372,SH 82934 37284,5,SH829371,812,cairn and wooden post,rock 3m from post 165m S at SH 82917 37118 is higher but not at the grid reference given in The Mountains of England and Wales Vol 1: Wales,,,W,,09-May-12,,"https://www.streetmap.co.uk/map?X=282931&Y=337281&SV=282931,337281&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.920158,-3.742682",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2055,282931,337281,52.920158,-3.742682,SH8293137281,30.4,2053,Arenig Fawr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,dobih:2055,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.920158,-3.742682,817,5,source_backed,pending,,pending,,pending,not_imported,warning,england_wales_border_source_signal
2065,Carnedd y Filiast,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,"Conwy, Gwynedd","Ma,Sim,Hew,N",124 125,018E,669,2195,SH871445,SH 87119 44599,316,SH 8268 4423,352.8,trig point,,obvious summit,,W,,11-Dec-25,,"https://www.streetmap.co.uk/map?X=287116&Y=344596&SV=287116,344596&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.986783,-3.683015",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2065,287116,344596,52.986783,-3.683015,SH8711644596,30.4,2065,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2065,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.986783,-3.683015,669,316,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2073,Y Garn,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Rhinogs,,WN09 Llethr-rhinog,Gwynedd,"Ma,Sim,Hew,N",124,018W,629,2064,SH702230,SH 70276 23029,316.8,SH 6805 2429,312.2,cairn,,,,W,,12-Dec-25,,"https://www.streetmap.co.uk/map?X=270273&Y=323025&SV=270273,323025&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.789174,-3.925168",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2073,270273,323025,52.789174,-3.925168,SH7027323025,30.4,2073,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2073,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.789174,-3.925168,629,316.8,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2077,Foel Boeth,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,Gwynedd,N,124,018E 023E,615.4,2019,SH779342,SH 77976 34207,16.8,SH 7790 3425,598.6,small rock 8m SW of pile of stones,7m NE of fence; knoll 50m SW is 0.46m lower,Leica NA730/Leica 530,,W,,08-Dec-18,,"https://www.streetmap.co.uk/map?X=277973&Y=334204&SV=277973,334204&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.891411,-3.815235",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2077,277973,334204,52.891411,-3.815235,SH7797334204,30.4,2057,Moel Llyfnant,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2077,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.891411,-3.815235,615.4,16.8,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2079,Foel Goch,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,WN05 Siabod-arenig,"Conwy, Gwynedd","Ma,Sim,Hew,N",125,018E,611,2005,SH953422,SH 95382 42295,274,SH917439,337,ground 1m N of trig point,,obvious summit,,W,,28-Oct-01,,"https://www.streetmap.co.uk/map?X=295379&Y=342292&SV=295379,342292&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.967758,-3.55923",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2079,295379,342292,52.967758,-3.55923,SH9537942292,30.4,2079,,,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2079,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.967758,-3.55923,611,274,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2080,Moelfre,,,30D,30D: Barmouth to Betws-y-Coed and Bala,The Rhinogs,,WN09 Llethr-rhinog,Gwynedd,"Ma,5,Dew",124,018W,589,1932,SH626245,SH 62623 24592,162,SH637245,427,cairn on large pile of stones,summit 250m NW is at least 3m lower,Abney level,,W,,10-Dec-12,,"https://www.streetmap.co.uk/map?X=262620&Y=324588&SV=262620,324588&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.801321,-4.039238",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2080,262620,324588,52.801321,-4.039238,SH6262024588,30.4,2080,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2080,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.801321,-4.039238,589,162,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2111,Bryn Gwyn,,,30E,30E: Bala to Welshpool,The Berwyns,,WN08 Berwyn-gyrn,Powys,xN,125,255,643,2110,SJ042295,SJ 04257 29562,12.7,SJ 04504 29567,630,no feature; thick heather,ground 100m SE is 0.5m lower,Leica NA730,,W,,10-Mar-07,Drop measured by line survey as 12.7m confirming status as deleted Nuttall,"https://www.streetmap.co.uk/map?X=304255&Y=329558&SV=304255,329558&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.85499,-3.42337",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2111,304255,329558,52.85499,-3.42337,SJ0425529558,30.5,2087,Cadair Berwyn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,dobih:2111,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.85499,-3.42337,643,12.7,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2115,Foel y Geifr,,,30E,30E: Bala to Welshpool,The Berwyns,,WN10 Aran-idris,Gwynedd,"Hu,Sim,Hew,N",125,023E,626.2,2054,SH937275,SH 93712 27529,111.2,SH 9182 2462,515,rock 1.5m from trig point,,obvious summit/Leica RX1250,,W,,05-Feb-23,,"https://www.streetmap.co.uk/map?X=293709&Y=327525&SV=293709,327525&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.834741,-3.579253",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2115,293709,327525,52.834741,-3.579253,SH9370927525,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2115,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.834741,-3.579253,626.2,111.2,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2123,Foel Goch,,,30E,30E: Bala to Welshpool,The Berwyns,,WN10 Aran-idris,Gwynedd,"Sim,Hew,N",125,023E,612.7,2010,SH943290,SH 94341 29084,47,SH943287,566,no feature,ground 9m N of pile of stones,Abney level/Leica 530,,W,,23-Oct-23,,"https://www.streetmap.co.uk/map?X=294338&Y=329080&SV=294338,329080&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.848834,-3.570431",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2123,294338,329080,52.848834,-3.570431,SH9433829080,30.5,2104,Esgeiriau Gwynion [Foel Rhudd],,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2123,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.848834,-3.570431,612.7,47,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2129,Y Gribin,,,30E,30E: Bala to Welshpool,The Arans,,WN10 Aran-idris,Gwynedd,"Sim,Dew",124 125,023E,600.5,1970,SH843177,SH 84356 17712,34.1,SH 8416 1794,566.4,no feature: round grassy top,,Leica RX1250,,W,,11-Oct-16,,"https://www.streetmap.co.uk/map?X=284353&Y=317708&SV=284353,317708&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.744599,-3.714606",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2129,284353,317708,52.744599,-3.714606,SH8435317708,30.5,2091,Glasgwm,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2129,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.744599,-3.714606,600.5,34.1,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2160,Gamallt,,,30F,30F: Dolgellau to Machynlleth,Cadair Idris,,WN10 Aran-idris,Gwynedd,"Ma,2",124,023W,288.5,947,SH665067,SH 66553 06765,208.3,SH 6422 0501,80.2,rocky and heathery knoll,knoll is in clearing of trees 70m SW of high point of fence; ground 40m NE at SH 66582 06793 is about 1.4m lower,,,W,,03-Jun-24,,"https://www.streetmap.co.uk/map?X=266550&Y=306761&SV=266550,306761&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.642143,-3.973734",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2160,266550,306761,52.642143,-3.973734,SH6655006761,30.6,2160,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2160,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.642143,-3.973734,288.5,208.3,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2167,Drosgol,,,31A,31A: Aberystwyth to Welshpool,Central Wales - Pumlumon,,WM02 Pumlumon-amlwg,Cardiganshire [Ceredigion],"Ma,5,Dew",135,213,550,1804,SN759878,SN 75962 87862,193,SN753887,357,cairn,,obvious summit,,W,,09-Jul-22,,"https://www.streetmap.co.uk/map?X=275959&Y=287858&SV=275959,287858&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.474526,-3.827679",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2167,275959,287858,52.474526,-3.827679,SN7595987858,31.1,2167,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2167,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.474526,-3.827679,550,193,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2183,Beacon Hill,,,31B,31B: Welshpool to Hay-on-Wye,,,WM03 Pegwn-beacon,Powys,"Ma,5,Dew",136 148,214E,547,1795,SO176767,SO 17647 76799,179,SO071842,368,trig point,,obvious summit,,W,,14-Feb-15,,"https://www.streetmap.co.uk/map?X=317645&Y=276794&SV=317645,276794&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.382978,-3.211399",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2183,317645,276794,52.382978,-3.211399,SO1764576794,31.2,2183,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2183,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.382978,-3.211399,547,179,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
2187,Corndon Hill,,,31B,31B: Welshpool to Hay-on-Wye,,,EC02 Clee-corndon,Powys,"Ma,5,Dew",137,216,513.6,1685,SO306969,SO 30602 96927,203.1,SO 3251 9951,310.5,rock 2m E of trig point,,Abney level/Trimble GeoXH 6000,,W,,04-Feb-18,,"https://www.streetmap.co.uk/map?X=330600&Y=296923&SV=330600,296923&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.5657,-3.025292",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2187,330600,296923,52.5657,-3.025292,SO3060096923,31.2,2187,,,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2187,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.5657,-3.025292,513.6,203.1,source_backed,pending,,pending,,pending,not_imported,warning,england_wales_border_source_signal
2191,Gamallt,,,31B,31B: Welshpool to Hay-on-Wye,,,WM03 Pegwn-beacon,Powys,"Hu,4,sMa",136 147,200W,474.6,1557,SN955709,SN 95544 70943,147.4,SN 97882 70815,327.2,small rib of rock,ground 25m W at SN 95520 70943 is 20cm lower,Abney level/Leica 530,,W,,15-Nov-16,,"https://www.streetmap.co.uk/map?X=295541&Y=270938&SV=295541,270938&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.326573,-3.534214",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=2191,295541,270938,52.326573,-3.534214,SN9554170938,31.2,2182,Pegwn Mawr,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:2191,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.326573,-3.534214,474.6,147.4,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
